Element Symbol,symmetry,volume,Compounds
Gd,P6_3/mmc,67.79110270704972,"['GdTc3', 'GdTa3O9', 'GdCuSb2', 'GdPd2Pt', 'GdCu', 'GdEr3', 'LiGdS2', 'Na5GdO4', 'Gd(LuS2)3', 'GdS', 'GdBe13', 'GdZr', 'GdPd', 'GdCu5Te4', 'KGdTe4', 'GdHo3', 'Sm3Gd', 'GdTl3', 'GdRh', 'GdH2', 'GdRe2', 'GdNi2', 'GdAl', 'Gd(MnSi)2', 'GdU3', 'GdIn3', 'GdB4', 'GdCoC', 'GdCd2', 'GdAlGe', 'CeGdN2', 'Pm3Gd', 'GdCu5Se4', 'Gd(CuGe)2', 'GdOF', 'GdSb', 'GdTiGe', 'CsGd', 'GdClO', 'Gd(SiPd)2', 'GdSn3', 'GdBi', 'GdCu2', 'GdAsO4', 'GdS2', 'GdAl3', 'GdSiRu', 'GdYH4', 'Gd(Al2Fe)4', 'GdAgSe2', 'LiGdSe2', 'GdTe', 'Gd(BC)2', 'Rb3Gd', 'GdAs', 'GdSn2', 'GdO2', 'GdNi5', 'Pr3Gd', 'Gd', 'GdSi3Ir', 'GdTe2', 'GdMn12', 'GdSe', 'GdPt2', 'GdAg3', 'GdBi3', 'GdIn2Ni9', 'GdF3', 'GdMn3', 'GdFe2', 'Rb3GdF6', 'GdGa3', 'GdAu', 'GdSe2', 'GdBrO2', 'GdZn2', 'Gd(CuSn)2', 'GdIn', 'GdIr3', 'GdCd', 'GdP', 'GdSi', 'GdRh5', 'GdPt', 'GdRh2', 'GdCd3', 'PrGdZn2', 'GdHg3', 'CsGdTe4', 'GdC2', 'GdCu5', 'GdClO2', 'Gd(Sn3Ru2)2', 'CaGdS2', 'GdBrO', 'GdFe5', 'GdSiPd', 'Ce3Gd', 'Gd(SiPt)2', 'GdCl3', 'GdMn2', 'GdSiPt', 'GdAs2Pd3', 'GdO', 'GdTaO4', 'NaGdF4', 'LaGdB12', 'GdAu2', 'GdBr', 'GdMg', 'GdCoSi', 'GdUC4', 'GdAg2', 'Gd(Re2Si)2', 'GdCBr', 'Li3Gd', 'GdCrO4', 'Gd(CuSi)2', 'GdIn5Rh', 'GdBr3', 'GdCuAs2', 'RbGdTe4', 'GdCl', 'GdY3', 'GdZn', 'GdIn2Cu9', 'GdCo2', 'GdSF', 'GdAlSi', 'GdPb3', 'GdGe', 'Sr2GdS3', 'GdAg', 'GdAl2', 'GdTl', 'GdGe2', 'GdOs2', 'GdPt3', 'GdN', 'Gd(CoB)4', 'GdO3', 'GdMg2', 'GdZrSb', 'GdNi3', 'GdMg3', 'SmGdB12', 'GdPd3', 'GdGa2', 'GdH3', 'GdAl3Cu', 'GdCo5', 'GdRh3', 'GdSi2', 'GdP5', 'GdDy', 'GdNi', 'GdMnSi', 'GdHO2', 'GdRu2', 'GdTh3', 'GdB12', 'Gd(BRh)4', 'GdGa', 'GdHg', 'GdCoSi3', 'GdAgSn2', 'GdGa6', 'GdB2', 'Gd(Ga2Fe)4', 'GdB6', 'GdMn2O4', 'LaGdN2', 'GdCu6', 'GdNp3']"
Tb,P6_3/mmc,65.42556819799493,"['TbZn3', 'TbAs', 'TbHg2', 'TbRe2', 'TbPt2', 'TbMn2', 'TbBr', 'TbCu2', 'TbPd3', 'TbRh5', 'TbAl2', 'TbEu3', 'TbHg3', 'K3Tb', 'TbIr2', 'TbAl', 'TbAs3', 'TbPd', 'TbNi5', 'TbGa3', 'TbCd', 'TbTc2', 'TbN', 'TbNd3', 'TbBr3', 'TbMg3', 'TbY3', 'TbAg3', 'TbHg', 'TbTl', 'Ca3Tb', 'TbMg149', 'TbSn2', 'TbB12', 'TbTh3', 'TbNi2', 'TbZr', 'La3Tb', 'TbS2', 'TbNp3', 'TbAg2', 'TbTe2', 'TbTe3', 'TbIn3', 'TbCo2', 'TbOs3', 'TbCo5', 'TbI3', 'TbH2', 'TbSe3', 'TbSi3Ir', 'TbMg', 'TbSc', 'TbCu5', 'TbTh', 'BaTb', 'TbMg2', 'TbPb3', 'TbSn3', 'TbAu6', 'TbB4', 'TbZr3', 'TbTe', 'TbSi3Rh', 'TbSb2', 'TbCe3', 'TbZn2', 'TbHf', 'TbSi', 'TbRu2', 'TbBe13', 'TbGa', 'TbF3', 'Ac3Tb', 'TbNi', 'TbO2', 'TbGe3', 'TbB6', 'TbH3', 'TbPa', 'TbOs2', 'TbPd2', 'TbSm', 'TbYb3', 'TbZn', 'TbSm3', 'TbNi3', 'TbRu3', 'TbBi', 'TbAu2', 'TbCd2', 'TbAl3', 'TbBi3', 'TbRh2', 'TbPr3', 'TbCl3', 'TbFe3', 'TbHo', 'TbS3', 'Ba3Tb', 'TbMn3', 'TbAu3', 'TbAl4', 'SrTb', 'TbGa2', 'TbSb3', 'TbPu', 'Li3Tb', 'TbPu3', 'TbGe2', 'Sr3Tb', 'TbFe2', 'TbGe', 'TbU3', 'TbMn12', 'TbS', 'TbTl3', 'TbPt', 'TbC2', 'TbRh', 'Rb3Tb', 'TbPm3', 'TbNd', 'TbCd3', 'TbAg', 'TbPt3', 'TbSi2', 'TbCu', 'TbGe5', 'TbBi5O9', 'TbCl', 'TbTa3', 'TbZn12', 'TbAu', 'TbB2', 'TbSb', 'TbO3', 'TbSe', 'TbHo3', 'Tb', 'TbSe2', 'TbGa6', 'TbP', 'TbLu', 'TbCo3', 'TbF4']"
Dy,P6_3/mmc,64.00862348033375,"['DyZn2', 'DySn3', 'DyHg2', 'DyZn12', 'Yb3Dy', 'DyPt', 'DyCu5', 'Ac3Dy', 'DyBr3', 'Ba3Dy', 'DyFe2', 'DyAu3', 'DyTe3', 'DyEr3', 'DyRu3', 'DyGa2', 'DyTl3', 'DyN', 'DySb', 'DySe2', 'Dy', 'DyTm3', 'NdDy', 'DyPt3', 'DyCu7', 'DyIn3', 'DyCo3', 'DyGa', 'DyAu', 'DyAu2', 'DyH2', 'DyCo5', 'DyS', 'DyPt2', 'DyCd2', 'DyEr', 'DySi', 'DyAl', 'DyRh', 'DyP5', 'DyH3', 'DyIn2Pd', 'DyZn', 'DyC2', 'DyHo3', 'DyY3', 'DyFe5', 'Eu3Dy', 'DyPd2', 'DyAu6', 'DyP', 'DyPb3', 'DyCl3', 'DyTc2', 'DyB2', 'DyZn5', 'DyAgSe2', 'DyTe', 'DyCd3', 'DyCu2', 'DySi3Ir', 'DyTh3', 'DySb2', 'DyI6', 'DyOs3', 'DyCd', 'DyTh', 'DyO3', 'DyHo', 'Pm3Dy', 'LaDy', 'DyI3', 'DyU3', 'DyMn2', 'DyMg2', 'BaDy', 'DyTh2', 'DyIr2', 'Sr3Dy', 'DyZn3', 'DyAs', 'DyHg3', 'DyGe3', 'DyNi', 'DyZr', 'DyTe2', 'DyNp3', 'DyB4', 'Ce3Dy', 'DyS2', 'DyGa3', 'DyMg5', 'DySe', 'DyFe3', 'DyMg149', 'DyLu3', 'DyPd3', 'DyO2', 'Li3Dy', 'DyNi5', 'DyGe', 'DyHg', 'DyPd', 'K3Dy', 'Nd3Dy', 'DyRh5', 'DyAg2', 'DyBi', 'DyTa3', 'La3Dy', 'DyAg3', 'DyF3', 'Gd3Dy', 'Ca3Dy', 'DyCu', 'DyRu2', 'DyNi3', 'Rb3Dy', 'Pr3Dy', 'DyB6', 'DyNi2', 'DyBe13', 'DyIn', 'DyAl3', 'DyAl2', 'DyBr2', 'DySb3', 'DyMn12', 'DyB12', 'DyRe2', 'DyCd6', 'DyPa3', 'DyCuTe2', 'Tb3Dy', 'GdDy', 'DyGa6', 'DyRh2', 'DyIr3', 'DyPa', 'DyPu3', 'DySi2', 'DyMg', 'Na3Dy', 'DyCo2', 'DyAg', 'DyOs2', 'DySn2', 'DyTl', 'DyMg3', 'DyCl2', 'DyAlSi', 'Sm3Dy']"
Ho,P6_3/mmc,62.7292955117729,"['Pm3Ho', 'HoAs', 'HoAu4', 'HoSi2', 'HoAu', 'HoO3', 'HoH2', 'HoNp3', 'HoAu2', 'HoIn2Pd', 'Ac3Ho', 'HoClO2', 'PmHo', 'HoS', 'HoF3', 'HoMg3', 'HoSb', 'HoHg3', 'HoP5', 'HoN', 'Dy3Ho', 'HoOs2', 'HoCd6', 'HoSi', 'HoSb2', 'HoU3', 'Tb3Ho', 'HoTe', 'HoSn3', 'HoAl3', 'HoEr', 'HoGe3', 'HoTc2', 'HoCo2', 'HoAu6', 'HoZn3', 'HoZn', 'HoSe2', 'HoMg5', 'HoH3', 'Sr3Ho', 'Yb3Ho', 'HoOs3', 'HoPd3', 'HoO2', 'HoAu3', 'HoIn3', 'HoMg2', 'HoTh', 'HoTh3', 'HoNi3', 'HoGa', 'HoPt3', 'PrHo', 'HoGa3', 'HoAl2', 'HoHg2', 'YHo', 'Nd3Ho', 'HoCu', 'HoCo5', 'HoEr3', 'HoCd', 'HoTa3O9', 'HoRe2', 'HoPt', 'HoGa6', 'HoMn2', 'HoO', 'DyHo', 'HoAg', 'HoIn', 'HoRh2', 'HoPt2', 'HoB12', 'Ca3Ho', 'HoZr', 'HoPd', 'HoBr3', 'HoSb3', 'HoFe2', 'CsHo', 'HoNp', 'HoTl', 'HoNi', 'HoZn2', 'HoRu2', 'HoTa3', 'HoAgSe2', 'HoTe2', 'Li3Ho', 'Pr3Ho', 'HoSe', 'HoCo3', 'HoBe13', 'HoI3', 'HoB2', 'HoP', 'HoGe', 'HoS2', 'HoPu3', 'HoCu2', 'LaHoS3', 'HoTl3', 'HoNi2', 'HoSi3', 'HoSi3Ir', 'TbHo', 'HoBr2', 'HoCl3', 'HoZn12', 'HoCd3', 'Pr2Ho', 'HoAs3', 'HoRh', 'HoB6', 'Sm3Ho', 'HoHg', 'HoTm3', 'HoMn12', 'HoFe3', 'HoIr2', 'Ce3Ho', 'HoMg149', 'HoGa2', 'HoC2', 'HoAg2', 'HoAl', 'HoIr', 'Ba3Ho', 'HoFe5', 'HoBi', 'La3Ho', 'Y3Ho', 'K3Ho', 'HoLu3', 'HoAl3Cu', 'HoAgTe2', 'HoCd2', 'Gd3Ho', 'HoSn2', 'HoPb3', 'HoBi3', 'HoCl2', 'HoNi5', 'HoMg', 'HoHO2', 'HoPd2', 'HoTe3', 'Rb3Ho', 'HoB3Mo', 'Eu3Ho', 'HoCu5', 'HoB4', 'Ho']"
Er,R-3m,92.66521360457801,"['ErH3', 'ErN', 'Er', 'ErNi2', 'ErCl2', 'ErPd3', 'Pm3Er', 'Eu3Er', 'ErNi3', 'ErO3', 'ErGa6', 'ErB2', 'ErTl', 'ErMg149', 'ErAu3', 'ErBi3', 'ErB12', 'ErS2', 'ErSn3', 'ErC2', 'HoEr', 'ErZn5', 'ErTe3', 'ErPd', 'DyEr', 'ErRu2', 'Dy3Er', 'ErAs', 'ErZn', 'ErFe3', 'ErAg', 'ErRu3', 'K3Er', 'Yb3Er', 'ErAl', 'Nd3Er', 'ErNi', 'ErTe', 'Ho3Er', 'ErNi4', 'ErOs3', 'ErMg3', 'ErMn2', 'ErB6', 'ErAs3', 'Ce3Er', 'ErZr', 'ErAg3', 'ErIn3', 'ErTh', 'ErGa2', 'ErAl2', 'CeEr', 'Rb3Er', 'ErRh', 'ErTc2', 'ErS', 'ErCo3', 'Gd3Er', 'ErSi', 'ErU', 'La3Er', 'Ba3Er', 'Tb3Er', 'ErIn', 'ErHg3', 'ErPt', 'ErGa3', 'ErCl3', 'ErO', 'ErPt3', 'ErZn2', 'Ac3Er', 'ErSe2', 'YEr', 'ErCd2', 'EuEr', 'ErCd6', 'ErCd', 'ErP', 'ErSb', 'ErTm3', 'Li3Er', 'ErTe2', 'ErSb2', 'ErCo2', 'La9ErO15', 'ErSn2', 'ErTl3', 'ErCd3', 'ErNi5', 'ErMg', 'Y3Er', 'ErCu2', 'Pr3Er', 'ErCo5', 'Sr3Er', 'ErSi2', 'ErAu4', 'ErOs2', 'ErBe13', 'ErF3', 'ErPt5', 'ErMg5', 'ErHg', 'ErZn3', 'ErPb3', 'ErIr2', 'ErGe3', 'ErSb3', 'ErCu', 'ErIr', 'ErFe2', 'ErH', 'ErCu5', 'ErI3', 'ErPu3', 'ErPa3', 'ErMg2', 'ErPd2', 'ErAu', 'ErSe', 'ErGa', 'ErAu2', 'ErLu3', 'ErO2', 'ErRe2', 'ErTa3', 'ErMn12', 'ErPt2', 'ErAl3', 'ErHg2', 'ErZn12', 'ErRh5', 'ErH2', 'ErB4', 'ErNp3', 'ErAg2', 'Sm3Er', 'ErRh2', 'ErGe', 'ErBi']"
Tm,P6_3/mmc,60.39799572484888,"['TmTe2', 'TmPt3', 'TmBr2', 'TmMg2', 'TmNi5', 'TmTe', 'TmCu2', 'TmFe2', 'TmCo2', 'TmRh3', 'TmMg', 'TmOs3', 'Nd2Tm', 'TmSb3', 'TmAu3', 'TmBi3', 'Pr3Tm', 'TmN', 'TmFe3', 'TmNiGe', 'TmAl3', 'Yb3Tm', 'Ho3Tm', 'TmCd3', 'Tm(HO)3', 'TmGe', 'TmCu5', 'NaTm', 'TmPd', 'TmBr3', 'TmAl', 'TmMgSe3', 'TmPt2', 'TmO2', 'TmHg3', 'TmGa5Co', 'TmRu2', 'TmI2', 'TmSi3', 'TmSi2', 'TmSn2', 'TmMn2', 'TmAu', 'TmTe3', 'TmCu', 'Sm3Tm', 'TmGePd', 'TmZn', 'TmGa2', 'TmMg3', 'TmAu2', 'TmSe2', 'TmAu4', 'TmRu3', 'TmB4', 'TmPd3', 'TmZr3', 'TmPu3', 'TmCd2', 'TmP5', 'Ce3Tm', 'TmSe', 'TmB2', 'TmZr', 'TmNp3', 'TmTc2', 'TmAgTe2', 'KTm', 'TmC2', 'Li3Tm', 'TmTh3', 'TmGa3', 'TmCl3', 'Tb3Tm', 'TmAg2', 'TmMg5', 'TmCo3', 'TmB6', 'TmZn12', 'TmRe2', 'TmOs2', 'TmS', 'TmMgS3', 'TmI3', 'TmGe3', 'TmIn2Pd', 'TmZn5', 'Nd3Tm', 'TmGa6', 'TmS2', 'TmRh', 'TmAg', 'TmAs3', 'TmH3', 'Pm3Tm', 'TmB12', 'TmF3', 'TmH2', 'TmCl2', 'TmGe2', 'TmSb2', 'TmNi2', 'Cs3TmO3', 'TmHg', 'TmTa3', 'TmAlGa', 'TmCd', 'Ba3Tm', 'TmU3', 'TmAg3', 'TmBr', 'Sr3Tm', 'TmPt', 'TmBe13', 'Ac3Tm', 'PmTm', 'TmO3', 'La3Tm', 'TmIn', 'K3Tm', 'Rb3Tm', 'TmAs', 'TmGaAg', 'TmSn3', 'TmZn3', 'Rb3TmO3', 'LaTmS3', 'TmLu3', 'TmSi', 'TmIr2', 'NdTm', 'PrTmS3', 'TmGaAu', 'TmTl3', 'TmPb3', 'TmP', 'TmTl', 'Tm', 'TmPa3', 'TmIr', 'TmIn3', 'TmBi', 'TmGa', 'CeTmS3', 'Eu3Tm', 'TmZn2', 'TmRh2', 'TmSb', 'TmNi', 'TmNi3', 'TmAl2', 'Sm2TmS4', 'TmAgS2', 'Dy3Tm', 'NdTmS3', 'TmMn12', 'Er3Tm', 'TmIn5Rh', 'Y3Tm']"
Yb,P6_3/mmc,120.83374254803681,"['YbAu3', 'Yb(BC)2', 'YbTa', 'YbO2', 'YbPaO4', 'YbHO2', 'YbOF', 'YbRh2', 'YbSe', 'YbTl', 'YbAg', 'YbSn3', 'YbClF', 'Yb(ErSe2)2', 'YbPt3', 'YbBi2', 'YbSi3', 'YbTe4Pb3', 'YbY3', 'YbIn2', 'YbIn5Ir', 'YbDy3', 'Tb2YbS4', 'YbOs3', 'Cs3Yb', 'YbGa6', 'YbPm3', 'YbNi5', 'YbZnGa3', 'Yb(DyS2)2', 'YbAl3Au', 'YbMn3', 'YbHg', 'YbZn3', 'YbF', 'Yb(TmSe2)2', 'Cs2YbH4', 'YbIn3', 'YbMn2', 'YbF3', 'YbPb3', 'YbAg3', 'Yb(SiAg)2', 'YbAgS2', 'YbCu5', 'YbGa4', 'YbGa3Au', 'YbHo3', 'YbFeSi', 'YbHg2', 'YbHCl', 'YbZnGa', 'YbBr3', 'YbCl2', 'Tb3Yb', 'YbOs2', 'YbSe2', 'YbCu2', 'YbGd3', 'YbCd', 'YbSi', 'YbS2', 'Na3Yb', 'YbNd3', 'YbPu3', 'YbPr3', 'YbZn2', 'YbNb3', 'YbIn5Co', 'YbO3', 'Yb(NdS2)2', 'YbBi3', 'YbRh', 'YbI2', 'YbTm3', 'YbAg2', 'Yb(BiTe2)2', 'YbHg3', 'YbTe', 'YbPa3', 'Yb(PrS2)2', 'YbH3', 'YbBr2', 'YbIn5Rh', 'YbAlCu5', 'YbGe3', 'YbIr2', 'YbZnGe', 'YbBi2C', 'YbIn', 'YbIr', 'YbNi2', 'YbBrO', 'Yb(ZnSb)2', 'YbNi', 'Yb(LuSe2)2', 'YbEu', 'YbB6', 'YbC2', 'YbGePd', 'YbMg2', 'YbPt', 'YbCd3', 'YbAl3', 'YbCo2', 'YbP3', 'YbCe3', 'YbAs', 'Ac3Yb', 'YbSb2', 'YbEr3', 'YbH2', 'K3Yb', 'SrYb', 'YbMg', 'YbRu', 'YbBr', 'YbTh3', 'YbCl3', 'YbCuAs2', 'YbZn', 'YbGa2', 'YbPt2', 'YbGa5Co', 'RbYb', 'YbAs3', 'YbU3', 'YbSb', 'YbAu', 'Yb(SbTe2)2', 'Yb(YSe2)2', 'YbSm3', 'Sr3Yb', 'YbAl2', 'YbB2', 'YbGeAu', 'Ba3Yb', 'YbGa3Cu', 'YbMg3', 'Yb(HoSe2)2', 'YbPd2', 'YbF2', 'YbCu', 'Rb3Yb', 'YbFe2', 'Yb', 'YbAu4', 'YbPd3', 'La3Yb', 'Li3Yb', 'YbS', 'YbTl3', 'NaYbF4', 'YbB2C', 'YbN2', 'YbSi2', 'YbPd', 'NaYbCl4']"
Lu,R-3m,89.06653365323558,"['Lu(SiRu)2', 'LuHg', 'LuGaAu', 'LuSn2', 'LuB2', 'LuMn5', 'LuSi2', 'Ca3Lu', 'LuPd3', 'La3Lu', 'LuO3', 'LuRh3', 'LuZn5', 'LuZn2', 'LuTl3', 'LuMn3', 'LuO2', 'LuTa3', 'Ac3Lu', 'LuAl2Pd5', 'LuIr2', 'LuTiSi', 'LuRu2', 'LuTe2', 'LuBi', 'LuCo2', 'LuH2', 'LuCu2', 'LuAu3', 'LuCuAs2', 'LuZr', 'LuS2', 'LuOs3', 'Lu(BC)2', 'Y3Lu', 'LuAl2', 'LuWO4', 'Lu', 'Pr3Lu', 'Nd3Lu', 'LuAg3', 'Tm3Lu', 'LuIr', 'LuAs', 'LuGaAg', 'LuCu5', 'LuI3', 'Li3Lu', 'Yb3Lu', 'LuInO6', 'LuBi3', 'Lu(FeO2)2', 'Lu(CrSi)2', 'LuMg3', 'Lu(CuSn)2', 'LuMgSe3', 'LuCd3', 'Lu(Co2Ge)2', 'LuPb2', 'Lu(BRh)4', 'Lu(Al2Fe)4', 'LuMg', 'LuTa3O9', 'LuNi', 'Lu(SiNi)2', 'Lu(Al2Cr)4', 'LuSb3', 'LuIn', 'LuPt3', 'LuGa2', 'Dy3Lu', 'LuSi3', 'LuPb3', 'LuBrO', 'LuSb', 'LuNi2', 'LuPt', 'Eu3Lu', 'LuSe', 'LuH3', 'SrLu', 'Sr3Lu', 'Lu(MnAl2)4', 'Lu(CoB)4', 'Lu(FeB)2', 'LuP5', 'LuB12', 'LuBr', 'LuTh3', 'LuS', 'LuF3', 'LuAgS2', 'LuPd', 'Lu(Al2Cu)4', 'LuCd', 'LuTe3', 'LuZn', 'Gd3Lu', 'Rb3Lu', 'LuTh', 'LuB2C', 'LuAu', 'LuCuSb2', 'LuAl', 'LuCo3', 'Sm3Lu', 'LuAg4', 'LuRh2', 'LuFe2', 'LuMn2', 'LuBe13', 'LuZr3', 'Lu(HO)3', 'LuB6', 'LuN', 'KLu', 'LuGa', 'Ho3Lu', 'LuOs2', 'Rb3LuO3', 'LuZn3', 'LuSe2', 'LuTaO4', 'LuCd2', 'LuNbO4', 'Lu(TiGa2)2', 'SmLuSe3', 'LuIO', 'LuAu4', 'LuB4', 'LuAg2', 'Lu(Fe2Ge)2', 'LuTe', 'LuRu3', 'Tb3Lu', 'LuIn3', 'Lu(Ni2P)2', 'LuNi5', 'LuSi', 'LuZn12', 'LuCl3', 'LuSb2', 'LuIn2', 'LuNi3', 'LuPaO4', 'LuGa3', 'LuTc2', 'Lu(MnSi)2', 'K3Lu', 'Er3Lu', 'LuC2', 'LuGa5Co', 'LuGe2', 'Lu(ClO2)3', 'LuTl', 'LuRh', 'LuP', 'LuRu', 'LuMg149', 'LuRe2', 'Lu(Ni2As)2', 'LuIn2Pd', 'LuBr3', 'LuZnSn2', 'LuAu2', 'LuAl3', 'LuTiGe', 'LuCoC', 'TbLu', 'Lu(PO3)3']"
Hf,P6_3/mmc,44.52724349481806,"['HfZn3', 'HfMo2', 'HfMg3', 'HfRh3', 'HfCl4', 'HfP', 'HfS', 'HfCo2', 'HfOs', 'HfPt', 'HfNi', 'HfBe', 'HfRe2', 'HfSb3', 'HfPd', 'HfN', 'Ce3Hf', 'HfPt4', 'HfZn16', 'HfP2', 'HfP3', 'HfTc2', 'HfIr', 'HfH2', 'HfGa', 'HfBr3', 'HfH3', 'K3Hf', 'HfAs2', 'HfV2', 'HfCo', 'HfBi2', 'HfC', 'HfRh', 'HfAu', 'HfTi3', 'HfAu3', 'HfRu', 'LiHf', 'HfAu2', 'HfOs2', 'HfCo3', 'HfS2', 'HfZn', 'HfF4', 'HfBi3', 'HfI3', 'HfMg', 'HfB2', 'HfBe5', 'HfB6', 'HfBe13', 'Rb3Hf', 'HfCd', 'TbHf', 'HfPd2', 'PmHf', 'HfMn', 'HfMg149', 'HfZr3', 'HfCo7', 'HfSb', 'HfNp3', 'HfN2', 'HfSb2', 'HfSi2', 'HfSe2', 'La3Hf', 'Pm3Hf', 'HfNi3', 'HfSc', 'HfAl3', 'Pr3Hf', 'NdHf', 'HfB', 'HfAs', 'HfCr2', 'HfSn', 'HfFe2', 'HfGa2', 'HfZn22', 'HfZr', 'HfIr3', 'HfCu3', 'HfOs3', 'HfTe3', 'Eu3Hf', 'HfW2', 'Yb3Hf', 'HfSn2', 'SmHf', 'HfAg', 'HfTl', 'HfBr4', 'HfZn2', 'HfI4', 'HfTl3', 'HfNi5', 'HfPd3', 'HfMn2', 'HfO2', 'HfMg15', 'HfTi', 'HfBe2', 'HfSi', 'HfGa3', 'Hf', 'HfPt3', 'HfSe3', 'Na3Hf', 'HfTc', 'HfS3', 'HfAu9', 'HfTe2', 'HfMg7', 'HfB12', 'HfAl2', 'HfRu3', 'HfNi2', 'Nd3Hf', 'Sm3Hf']"
Ta,P4_2/mnm,554.3708437019316,"['TaOs3', 'TaH4', 'TaSb3', 'YbTa', 'PaTa', 'TaPt3', 'TaFe', 'TaB4', 'TaAs', 'TaNi2', 'TaTe2', 'TaGa3', 'TaTi', 'TaSe2', 'TaS', 'TaRh3', 'TaO', 'TaF3', 'TaNi3', 'TaCl3', 'TaB', 'Rb3Ta', 'TaSb2', 'TaTi3', 'TaW', 'TaSn3', 'TaBr5', 'K3Ta', 'TaZn3', 'TaTc', 'TaTe4', 'Pa3Ta', 'TaO10', 'TaC', 'TaGe2', 'TaNbTe4', 'TaS2', 'TaAs2', 'TaCo3', 'TaB2', 'TaIr3', 'TaPd3', 'TaN', 'TaF5', 'Th3Ta', 'TaRu3', 'TaBe2', 'TaO3', 'TaCr2', 'HfTa', 'TaP3', 'TaFe2', 'TaI4', 'TaCl4', 'TaSe3', 'Ta', 'TaS3', 'TaCo', 'Mg3Ta', 'Na3Ta', 'TaV2', 'Sr3Ta', 'TaW3', 'TaP', 'TaO2', 'TaAs3', 'TaMo', 'TaSe6', 'Eu3Ta', 'TaV', 'TaPb3', 'TaI5', 'TaMn2', 'TaBe3', 'Ta(WO4)2', 'TaPt2', 'MgTa', 'Mg149Ta', 'TaSn2', 'TaPd', 'Ta(Mo2S5)2', 'Hf3Ta', 'TaAl3', 'La3Ta', 'Zr3Ta', 'TaBe12', 'TaPd2', 'TaZn2', 'TaN2', 'TaCl5', 'TaCo2', 'TaAu', 'U3Ta', 'TaIr', 'Pu3Ta', 'TaNi', 'TaSi2', 'TaNb', 'TaRh2', 'TaH2', 'TaRe', 'Yb3Ta', 'TaRu']"
W,Im-3m,15.932263521447117,"['Te2W', 'PdW', 'Pa3W', 'B2W', 'Zr4W', 'WS2', 'WCl3', 'Pd3W', 'W', 'Be2W', 'Ru3W', 'H5W', 'Al12W', 'WSe2', 'WC', 'RuW', 'Ir3W', 'K3W', 'Pt3W', 'Mg7W', 'Na3W', 'Mg15W', 'WO3', 'P2W', 'Cu3W', 'Re3W', 'WCl5', 'Co3W', 'Eu3W', 'WBr6', 'Re2W', 'H3W', 'Hf4W', 'Rh3W', 'WS', 'WN18', 'WF5', 'Ir4W', 'CoW', 'WAu3', 'WO5', 'Fe3W', 'WF4', 'Be13W', 'Ca3W', 'CaW', 'Rb3W', 'Pd4W', 'Sr3W', 'Tc3W', 'As2W', 'HW', 'P3W', 'Ta3W', 'Si2W', 'Th3W', 'WN2', 'Al2W', 'H6W', 'B4W', 'Yb3W', 'Ag3W', 'Mg3W', 'Li3W', 'WO2', 'Sb3W', 'B12W', 'WBr4', 'Be22W', 'WBr5', 'Ge2W', 'IrW', 'Al5W', 'WN', 'Os3W', 'Be12W', 'H4W', 'PtW', 'Si3W', 'As3W', 'BW', 'WO4', 'WI4', 'WCl4', 'Fe2W', 'WCl6']"
Re,P6_3/mmc,59.243130605479955,"['Eu3Re', 'Be22Re', 'Fe3Re', 'ReBr', 'ReCl4', 'ReC', 'Li5ReO6', 'ReAg3', 'ReO3', 'Rb3Re', 'ReP4', 'Na3Re', 'Pr4Re', 'K2Re', 'ReF6', 'CuReO4', 'AlRe', 'CsReF8', 'ReSi2', 'Be2Re', 'LiReN2', 'ReIr', 'Cs6ReN4', 'VRe', 'ReSn3', 'RePb3', 'Ti2ReOs', 'ReSi', 'ReCl5', 'Rb6ReN4', 'Be13Re', 'Re', 'ReO2', 'Al6Re', 'Re(SeCl6)2', 'Re(RhO3)2', 'BaReH9', 'ReB2', 'Mn3Re', 'ReOs3', 'Mg149Re', 'Ti2ReB2', 'NbRe', 'GaRe', 'Cr2ReO6', 'ReCl6', 'YReN3', 'Mg3Re', 'Al12Re', 'Ti2RePt', 'ReTeN', 'Li6ReN4', 'V11ReB8', 'ReCl3', 'ReTc', 'ReC2', 'Th3Re', 'ReSi4W', 'ReF7', 'ReW2', 'ReI3', 'ReO5', 'FeRe', 'ReSbO6', 'ReRh3', 'K6ReN4', 'ReGe2', 'Ga3Re', 'ReAu3', 'ReW4', 'ReB4', 'ReIr3', 'CoRe', 'Zr2Re', 'ReB3', 'BaReH7', 'ReNiO4', 'AlReGe', 'TiRe', 'Ho3ReO8', 'Re(Te2Mo)2', 'Mn3ReO6', 'Ta3Re', 'MnReO4', 'CrReO4', 'ReTc3', 'ReSi4Mo', 'ReRu3', 'TaReO6', 'Na6ReN4', 'ReBiO5', 'ReSbN', 'ReOs', 'ReNCl4', 'ReN2', 'ReS2', 'TaRe', 'LiReO5', 'ReH3', 'RbRe', 'Na5ReO6', 'ReB', 'RePt', 'ReTe', 'ReGeAs', 'ReMo3', 'Yb3Re', 'VReO4', 'ReAs3', 'K3Re', 'Pa3Re', 'V3Re', 'ZnRe', 'La3ReO8', 'TlRe', 'ReSe2', 'ReP3', 'ReO3F', 'Ti2Re', 'ReTe2', 'ReW3', 'AlReSi', 'Eu3ReO8', 'Re(WO4)2', 'Li3Re', 'Re(PbN)3', 'ReH3O5', 'ReN', 'ReMo']"
